image,text,source
images/handwritten/handwritten_009.png,ہوٹل کے کمرے کے آدھے بلب چلتے ہیں,handwritten
images/handwritten/handwritten_010.png,کمرے کا پنکھا بہت گرد آلود تھا,handwritten
images/handwritten/handwritten_011.png,ہوٹل کے باتھ روم گندے تھے ہوٹل کی صفائی,handwritten
images/handwritten/handwritten_012.png,کا خیال نہیں رکھا گیا تھا میں دوبارہ نہیں آؤں گا,handwritten
images/handwritten/handwritten_013.png,ہوٹل کی چائے کا ذائقہ عجیب تھا چائے گرم نہیں تھی,handwritten
images/handwritten/handwritten_014.png,ہوٹل کا رینٹ مناسب ہے ہوٹل ٹھیک ہے,handwritten
images/handwritten/handwritten_015.png,کل ذات کافی شور ہوتا رہا میں نے شکایت بھی کی,handwritten
images/handwritten/handwritten_016.png,لیکن کوئی سٹاف کمرے میں نہ آیا اور مدد نہ کی,handwritten
images/handwritten/handwritten_017.png,ہوٹل کے کمرے میں کوڑا پڑا ہوا تھا کمرے میں,handwritten
images/handwritten/handwritten_018.png,سے بدبو آرہی تھی بیڈ پہ کچرا پڑا ہوا تھا,handwritten
images/handwritten/handwritten_019.png,میں نے دو دن پہلے کمرہ بک کروایا تھا پھر بھی ہوٹل,handwritten
images/handwritten/handwritten_020.png,جا کر آدھا گھنٹا انتظار کرنا پڑا ,handwritten
images/handwritten/handwritten_021.png,ہوٹل سٹاف دوستانہ ہے ہوٹل کے کمرے کی,handwritten
images/handwritten/handwritten_022.png,کھڑکی روشن اور بڑی ہے میں دوبارہ آؤں گا,handwritten
images/handwritten/handwritten_023.png,ہوٹل کا عملہ غیر موجود ہے ہوٹل میں کوئی بات,handwritten
images/handwritten/handwritten_024.png,سننے والا نہیں ہے ہوٹل کی سروس بہت بری ہے,handwritten
images/handwritten/handwritten_025.png,ہوٹل مینیجر کا سلوک بہترین تھا صبح کا ناشتہ مفت,handwritten
images/handwritten/handwritten_026.png,تھا میں اس ہوٹل میں دوبارہ ضرور آؤں گا,handwritten
images/handwritten/handwritten_027.png,ہوٹل کا عملہ غیر حاضر تھا ہوٹل کے برتن,handwritten
images/handwritten/handwritten_028.png,گندے اور پرانے تھے کھانا اچھا نہیں تھا,handwritten
images/handwritten/handwritten_029.png,ہوٹل کے کمرے کی صفائی کا خاص خیال رکھا گیا,handwritten
images/handwritten/handwritten_030.png,ہوٹل کا سٹاف نہایت خوشگوار ہے,handwritten
images/handwritten/handwritten_031.png,ہوٹل کا عملہ کافی دوستانہ ہے ہوٹل سے,handwritten
images/handwritten/handwritten_032.png,جھیل کا منظر خوبصورت نظر آتا ہے,handwritten
images/handwritten/handwritten_033.png,ہوٹل کا کھانا معیاری اور بہت مزے کا تھا,handwritten
images/handwritten/handwritten_034.png,ہوٹل کا اسٹاف خوشگوار اور دوستانہ تھا,handwritten
images/handwritten/handwritten_035.png,صبح کے وقت واش روم میں گرم پانی نہیں آرہا تھا,handwritten
images/handwritten/handwritten_036.png,میں نے گرم پانی کے لیے ہوٹل کا رینٹ زیادہ دیا,handwritten
images/handwritten/handwritten_037.png,ہوٹل کا سٹاف اور عملہ نہایت دوستانہ ہے ,handwritten
images/handwritten/handwritten_038.png,مجھے ہر قسم کی سہولت فراہم کی گئی,handwritten
images/handwritten/handwritten_039.png,ہوٹل جھیل کنارے واقع ہے ہوٹل کا منظر,handwritten
images/handwritten/handwritten_040.png,خوبصورت ہے ہوٹل سٹاف کا رویہ اچھا ہے ,handwritten
images/handwritten/handwritten_041.png,ہوٹل کا عملہ بہت اچھا تھا ہوٹل صاف تھا ہوٹل کا کمرہ,handwritten
images/handwritten/handwritten_042.png,کھلا اور روشن تھا کمرے کی صفائی کا خاص خیال تھا,handwritten
images/handwritten/handwritten_043.png,میں نے دو دن پہلے بکنگ کروائی تھی لیکن اس,handwritten
images/handwritten/handwritten_044.png,کے باوجود میرا کمرہ کسی اور کو دے دیا گیا,handwritten
images/handwritten/handwritten_045.png,ہوٹل کی سروس نہایت خراب ہے صفائی کا کوئی,handwritten
images/handwritten/handwritten_046.png,خیال نہیں ہوٹل کے کمرے چھوٹے ہیں,handwritten
images/handwritten/handwritten_047.png,ہوٹل کی کھڑکی نہیں کھلتی صبح کے وقت گرم پانی,handwritten
images/handwritten/handwritten_048.png,نہیں آتا ہوٹل کے کمرے تنگ ہیں,handwritten
images/handwritten/handwritten_049.png,ہوٹل میں عملہ موجود نہ تھا ہوٹل کے کمرے روشن,handwritten
images/handwritten/handwritten_050.png,تھے ہوٹل میں گرم پانی نہ تھا,handwritten
images/handwritten/handwritten_051.png,ہوٹل میں صفائی کا خاص خیال رکھا گیا ہے,handwritten
images/handwritten/handwritten_052.png,میری کوئی شکایت نہیں ہے میں پھر آؤں گا,handwritten
images/handwritten/handwritten_053.png,شام کے وقت چائے کا آڈر دیا تھا لیکن چائے پھر,handwritten
images/handwritten/handwritten_054.png,بھی نہ آئی ہوٹل کا عملہ سست ہے,handwritten
images/handwritten/handwritten_055.png,ہوٹل میں میری تمام ضروریات کا خیال رکھا,handwritten
images/handwritten/handwritten_056.png,گیا ہوٹل کا سٹاف قابل اور اچھا ہے ,handwritten
images/handwritten/handwritten_057.png,ہوٹل کی بلڈنگ کافی پرانی ہے ہوٹل میں گرم,handwritten
images/handwritten/handwritten_058.png,پانی کی سہولت موجود نہیں ہے,handwritten
images/handwritten/handwritten_059.png,ہوٹل کا کھانا مزے کا تھا ہمیں مفت میں چاہے,handwritten
images/handwritten/handwritten_060.png,بھی پلائی گئی سٹاف نہایت دوستانہ ہے,handwritten
images/handwritten/handwritten_061.png,ہوٹل کا واش روم صاف نہیں تھا ہوٹل کا کوئی,handwritten
images/handwritten/handwritten_062.png,خیال نہیں رکھا گیا تھا رینٹ بہت زیادہ ہے,handwritten
images/handwritten/handwritten_063.png,ہوٹل کا عملہ دوستانہ ہے ہمارا سامان گاڑی سے,handwritten
images/handwritten/handwritten_064.png,کمرے تک پہنچا دیا گیا ہمیں مفت میں چائے پلائی,handwritten
images/handwritten/handwritten_065.png,ہوٹل بہت عمدہ ہے حملہ بہت اچھا ہے سٹاف کا,handwritten
images/handwritten/handwritten_066.png,رویہ دوستانہ ہے کمرے صاف اور روشن ہیں,handwritten
images/handwritten/handwritten_067.png,ہوٹل کا سٹاف اچھا نہیں ہے ہمیں بہت انتظار,handwritten
images/handwritten/handwritten_068.png,کروایا میں دوبارہ اس ہوٹل میں نہیں آؤں گا,handwritten
images/handwritten/handwritten_069.png,میں نے ہوٹل میں دو کمروں کی بکنگ کروائی,handwritten
images/handwritten/handwritten_070.png,ہوٹل آکر مجھے صرف ایک کمرہ دیا گیا,handwritten
images/handwritten/handwritten_071.png,ہوٹل دیکھنے میں بہت خوبصورت ہے ہوٹل کا,handwritten
images/handwritten/handwritten_072.png,احاطہ کافی بڑا ہے ہوٹل کا کھانا لذیذ ہے,handwritten
images/handwritten/handwritten_073.png,ہوٹل کا کھانا مز کا تھا ہوٹل کا کھانا,handwritten
images/handwritten/handwritten_074.png,معیاری تھا ہوٹل کا ماحول خوشگوار تھا,handwritten
images/handwritten/handwritten_075.png,ہوٹل کی پارکنگ بہت بڑی ہے ہوٹل کی سکیوڑٹی,handwritten
images/handwritten/handwritten_076.png,کا نظام بہت اچھا ہے ہوٹل کا کھانا عمدہ ہے,handwritten
images/handwritten/handwritten_077.png,ہوٹل کی سہولیات رینٹ کے مطابق کم ہیں,handwritten
images/handwritten/handwritten_078.png,ہوٹل کا رینٹ بہت زیادہ ہے,handwritten
images/newspaper/newspaper_1.png,"وینزویلا میں پانچ روز قبل یکے بعد دیگرے آنے والے شدید زلزلوں میں مرنے والوں کی تعداد 1400 سے بڑھ گئی ہے وہیں ملبے تلے دبے افراد کے زندہ بچنے کی امید دم توڑنے لگی ہے اور ہلاک شدگان کی تعداد میں بڑے اضافے کا خدشہ ظاہر کیا جا رہا ہے۔
بدھ کو ملک کے شمالی حصے میں آنے والے ان زلزلوں سے دارالحکومت کراکس سمیت بڑے علاقے میں عمارتیں تباہ ہوئیں جن کے ملبے تلے دبے افراد کی تلاش کا عمل جاری ہے۔ اتوار کو ملبے سے 33 افراد کو زندہ نکالا گیا۔
ایک برطانوی ریسکیو اہلکار کے مطابق ایسے حالات میں متاثرین کے زندہ نکلنے کی مدت 96 گھنٹے تک سمجھی جاتی ہے جو اتوار کی شام ختم ہو گئی اور اب امدادی کارکنوں کو 'معجزات' کی امید ہے۔
تلاش اور بچاؤ کے عمل میں حصہ لینے کے لیے غیر ملکی ٹیموں کی وینزویلا آمد کا سلسلہ بھی جاری ہے۔ ایک اعلیٰ سرکاری عہدیدار نے بتایا کہ سینکڑوں بین الاقوامی امدادی کارکن وینزویلا پہنچ چکے ہیں جبکہ مزید کی آمد متوقع ہے تاہم ملبہ اٹھانے کے لیے درکار مشینری کی قلت ایک بڑا مسئلہ بن کر سامنے آئی ہے۔",newspaper
images/newspaper/newspaper_2.png,"تلاش اور بچاؤ کے عمل میں حصہ لینے کے لیے غیر ملکی ٹیموں کی وینزویلا آمد کا سلسلہ بھی جاری ہے۔ ایک اعلیٰ سرکاری عہدیدار نے بتایا کہ سینکڑوں بین الاقوامی امدادی کارکن وینزویلا پہنچ چکے ہیں جبکہ مزید کی آمد متوقع ہے تاہم ملبہ اٹھانے کے لیے درکار مشینری کی قلت ایک بڑا مسئلہ بن کر سامنے آئی ہے۔
حکام کا کہنا ہے کہ اس قدرتی آفت کے نتیجے میں چار ہزار سے زیادہ افراد زخمی بھی ہوئے ہیں۔ وینزویلا میں حکومت کی جانب سے تاحال لاپتہ افراد کی تعداد کے بارے میں معلومات فراہم نہیں کی گئیں تاہم زلزلے کے بعد لاپتہ ہونے والے افراد کے بارے میں معلومات جمع کرنے والی ایک نجی ویب سائٹ کے مطابق 46 ہزار افراد ایسے ہیں جن کا زلزلے کے بعد اپنے اہلخانہ سے رابطہ نہیں ہوا ہے۔",newspaper
images/newspaper/newspaper_3.png,"کراکس میں موجود بی بی سی کی یوگیتا لمائے کے مطابق ہسپتالوں کی بیرونی دیواریں لاپتہ افراد کی تصاویر سے بھرتی جا رہی ہیں۔
زلزلوں کے فوراً بعد امریکی ارضیاتی سروے نے زلزلے کی شدت اور متاثرہ علاقے کی آبادی کے حساب سے اندازہ لگایا تھا کہ مرنے والوں کی تعداد دس ہزار سے ایک لاکھ کے درمیان ہو سکتی ہے۔
امریکی ارضیاتی سروے (یو ایس جی ایس) کے مطابق بدھ کے روز آنے والے پہلے زلزلے کی شدت 7.2 تھی اور اس کے چند ہی سیکنڈ بعد اس سے بھی زیادہ طاقتور 7.5 شدت کا دوسرا زلزلہ آیا۔",newspaper
images/newspaper/newspaper_4.png,"لاگوائیرا میں ناتاشا دیاز نے بی بی سی کو بتایا کہ ان کی دو بیٹیاں، جن کی عمریں 22 اور 23 برس ہیں، ایک منہدم شاپنگ سینٹر کے ملبے تلے دبی ہوئی ہیں۔ وہ دونوں وہاں کام کرتی تھیں۔
انہوں نے بتایا کہ 'وہ اپنے دوستوں کے ساتھ تھیں۔ میں صرف یہ چاہتی ہوں کہ وہ مل جائیں۔ مجھے یقین اور امید ہے کہ وہ وہیں ہیں۔'
'میں صرف انہیں واپس اپنے پاس دیکھنا چاہتی ہوں۔ وہ ہی میرا سب کچھ ہیں۔'
قائم مقام صدر ڈیلسی روڈریگز نے جمعے کو ایک ٹی وی بریفنگ میں کہا کہ درجنوں افراد کو زندہ نکال لیا گیا، جو 'ہمارے لیے باعثِ خوشی ہے کہ وہ اپنے خاندان اور پیاروں سے دوبارہ مل سکے۔'
انہوں نے مزید بتایا کہ ابتدائی زلزلوں کے بعد سے 214 آفٹر شاکس آ چکے ہیں۔",newspaper
images/newspaper/newspaper_5.png,"امدادی کارروائیوں میں مدد کے لیے کئی ممالک نے تعاون کی پیشکش کی ہے، جن میں امریکہ کی جانب سے 15 کروڑ ڈالر کی امداد کا اعلان بھی شامل ہے۔
ہورخے روڈریگز کے مطابق 250 عمارتیں مکمل طور پر تباہ ہو گئی ہیں یا انھیں شدید نقصان پہنچا۔ ان میں سے بیشتر عمارتیں لاگوائیرا میں واقع تھیں جہاں بی بی سی نے ایک 10 منزلہ ہوٹل کے ملبے میں تبدیل ہونے کی ویڈیو کی تصدیق کی۔
وزیر داخلہ دیوسدادو کابیلو کا کہنا ہے کہ دارالحکومت کراکس میں بھی کئی عمارتیں منہدم ہوئی ہیں جبکہ تروخیلو، یاراکوئے، کارابوبو، اراگوا اور میرانڈا کی ریاستیں بھی زلزلے سے متاثر ہوئی ہیں۔",newspaper
images/newspaper/newspaper_6.png,"اس وقت ایران کا کوئی اعلیٰ سطحی نمائندہ دوحہ میں موجود نہیں: قطر
قطر کا کہنا ہے کہ ڈونلڈ ٹرمپ کے اعلیٰ سطحی نمائندے دوحہ میں موجود ہیں لیکن ایران اور امریکہ کے درمیان کسی اعلیٰ سطح کی ملاقات کی منصوبہ بندی نہیں کی گئی ہے۔
قطر کی وزارتِ خارجہ کے ترجمان ماجد انصاری نے کہا کہ سٹیو وٹکف اور جیرڈ کشنر ثالثوں سے ملاقاتات اور 'علاقائی امور' پر بات چیت کے لیے دوحہ آئے ہیں۔
انہوں نے کہا کہ یہ بات چیت ایران اور دیگر موضوعات جیسے لبنان کی صورتحال کے بارے میں ہوگی۔
انصاری کے مطابق، فی الحال ایران کا کوئی اعلیٰ سطحی نمائندہ قطر میں موجود نہیں ہے اور انہوں نے زور دے کر کہا کہ ڈونلڈ ٹرمپ کے نمائندے ایران کے ساتھ مذاکرات کے لیے دوحہ نہیں آئے ہیں: 'جہاں تک مجھے علم ہے، آنے والے دنوں میں دونوں فریقوں کے درمیان کسی براہِ راست اجلاس کی منصوبہ بندی نہیں کی گئی ہے۔",newspaper
images/newspaper/newspaper_7.png,"بریکنگ بیڈ اور بیٹر کال سول جیسے شوز سے شہرت کی بلندیوں پر پہنچنے والے اداکار جیان کارلو ایسپوزیٹو کی ایک ویڈیو سوشل میڈیا پر گردش کر رہی ہے، جس میں وہ نماز ادا کرتے ہوئے نظر آ رہے ہیں۔
سعودی عرب کی جنرل انٹرٹینمنٹ اتھارٹی کے چیئرمین ترکی الشیخ نے بھی یہ ویڈیو شیئر کر کے دعویٰ کیا کہ جیان کارلو نے اسلام قبول کر لیا ہے۔
21 جون کو ترکی الشیخ نے سوشل میڈیا پلیٹ فارم ایکس پر جیان کارلو کی ایک ویڈیو پوسٹ کی تھی جس میں وہ چار مزید مردوں کے ساتھ نماز پڑھتے ہوئے نظر آ رہے تھے۔
انہوں نے لکھا کہ مووی اور بریکنگ بیڈ کے سٹار جینکاملو ایسپوزیٹو نے کلمہ شہادت پڑھا اور انہوں نے گزشتہ روز مسجد میں عملے کے ساتھ نماز پڑھی ہے۔
ترکی الشیخ کے مطابق 'سعودی عرب میں فلم بندی کے دوران مسلمانوں کے ساتھ وقت گزارنے سے وہ خود کو پُرسکون محسوس کرنے لگے۔ یہ ویڈیو کل کی ہے جس میں وہ صالح کمپنی کے ملازمین کے ساتھ نظر آ رہے ہیں۔'",newspaper
images/newspaper/newspaper_8.png,لاہور: قانون نافذ کرنے والے ادارے تقریباً تین ماہ گزرنے کے باوجود تحریک لبیک پاکستان کے سربراہ سعد حسین رضوی اور ان کے بھائی انس رضوی کے ٹھکانے کے بارے میں لاعلم ہیں۔,newspaper
images/newspaper/newspaper_9.png,ڈان اخبار میں شائع خبر کے مطابق یہ معاملہ چند روز قبل اس وقت دوبارہ سامنے آیا جب کالعدم مذہبی تنظیم سے منسوب ایک مبینہ بیان سوشل میڈیا پر گردش کرنے لگا، جس میں دعویٰ کیا گیا کہ دونوں بھائی ریاستی اداروں کی تحویل میں ہیں۔,newspaper
images/newspaper/newspaper_10.png,تاہم قانون نافذ کرنے والے سینئر حکام اپنے پہلے مؤقف پر قائم ہیں اور ان کا کہنا ہے کہ دونوں بھائی آزاد جموں و کشمیر میں کہیں چھپے ہوئے ہیں۔ ان کے مطابق رضوی برادران اس دن فرار ہوئے جب پنجاب پولیس نے مریدکے میں جی ٹی روڈ پر قائم ٹی ایل پی کے احتجاجی کیمپ کو ختم کرنے کے لیے علی الصبح آپریشن کیا تھا۔,newspaper
images/newspaper/newspaper_11.png,ایک سینئر افسر نے ڈان سے بات کرتے ہوئے کہا کہ وہ یقین سے کہہ سکتے ہیں کہ سعد اور انس کسی بھی سیکیورٹی ادارے کی تحویل میں نہیں اور تاحال آزاد کشمیر میں موجود ہیں۔,newspaper
images/newspaper/newspaper_12.png,ان کے بقول غالب امکان ہے کہ وہ کالعدم تنظیم کے کسی وفادار کارکن کے پاس پہاڑی علاقوں میں پناہ لیے ہوئے ہیں۔ انہوں نے مبینہ ٹی ایل پی بیان کو جھوٹا، مضحکہ خیز اور خود ساختہ قرار دیا۔,newspaper
images/newspaper/newspaper_13.png,"امریکی صدر ڈونلڈ ٹرمپ نے کہا ہے کہ ایران کی قیادت نے فوجی کارروائی کی دھمکیوں کے بعد مذاکرات کے لیے رابطہ کیا ہے۔
ایئر فورس ون میں اتوار کو صحافیوں سے گفتگو کرتے ہوئے ڈونلڈ ٹرمپ نے بتایا کہ ایران کے رہنماؤں نے گزشتہ روز فون کیا اور ایک ملاقات طے کی جا رہی ہے۔ ان کے مطابق ایران مذاکرات چاہتا ہے تاہم انہوں نے خبردار کیا کہ ممکن ہے ملاقات سے پہلے ہی ہمیں کارروائی کرنا پڑے۔",newspaper
images/newspaper/newspaper_14.png,"بھارت کا 8 ماہ میں دوسرا خلائی مشن ناکام
انڈین اسپیس ریسرچ آرگنائزیشن کے مشن کنٹرول نے بتایا کہ راکٹ نے پرواز کے بیشتر حصے میں معمول کے مطابق کام کیا تاہم اس کے بعد ایک غیر متوقع خلل سامنے آیا اور راکٹ اپنے راستے سے بھٹک گیا۔",newspaper
images/newspaper/newspaper_15.png,"پنجاب میں اسپتال عملے کیلئے 'باڈی کیمرے' لازمی قرار، طبی حلقوں میں تشویش کی لہر
حکام اور طبی عملے کا اقدام کو مریضوں کی رازداری اور بنیادی حقوق کی خلاف ورزی قرار دیتے ہوئے شدید احتجاج",newspaper
images/newspaper/newspaper_16.png,"جامعہ دارالعلوم کراچی میں وفاق المدارس کے مشترکہ انتخابی اجلاس میں مفتی محمد تقی عثمانی دوسری بار وفاق المدارس کے بلا مقابلہ صدر منتخب ہوگئے۔
اعلامیہ کے مطابق مولانا محمد حنیف جالندھری مسلسل ساتویں مرتبہ بلا مقابلہ ناظمِ اعلیٰ منتخب ہوئے، مولانا فضل الرحمٰن نے صدر کے لیے مفتی تقی عثمانی کا نام پیش کیا۔
مولانا فضل الرحمٰن نے ناظمِ اعلیٰ کے لیے مولانا حنیف جالندھری کا نام پیش کیا، اجلاس میں ایک ہزار سے زائد ارکان نے اتفاقِ رائے سے قیادت پر اعتماد کا اظہار کیا۔
اعلامیے کے مطابق مفتی تقی عثمانی، مولانا حنیف جالندھری 5 برس وفاق المدارس کی قیادت کریں گے۔
مولانا فضل الرحمٰن کی وفاق المدارس کے نو منتخب عہدیداران کو مبارکباد دیتے ہوئے کہا کہ نئی قیادت مدارس کے اتحاد اور اسلامی اقدار کے فروغ کے لیے مؤثر کردار ادا کرے گی، کامیاب تحریکیں اصول، حکمتِ عملی اور واضح پالیسی پر آگے بڑھتی ہیں، اختلافِ رائے کو احترام، دلیل اور مکالمے کے دائرے میں رہنا چاہیے۔",newspaper
images/newspaper/newspaper_17.png,"پاکستان اور انڈیا کے درمیان 'ٹریک ٹو سفارتکاری' اور شہباز، مودی کے نام خط: اب تک کیا ہوا؟
پاکستانی اور انڈین شخصیات کے درمیان ٹریک ٹو ملاقاتوں اور وزرائے اعظم کو لکھے گئے خط کے حوالے سے پاکستان کا کہنا ہے کہ وہ 'جنوبی ایشیا میں امن اور سلامتی کے امور پر امریکی شمولیت کا خیرمقدم کرے گا۔' ادھر انڈین حکمران جماعت بی جے پی کے ترجمان نے تنقید کرتے ہوئے کہا کہ 'آپریشن سندور جاری ہے۔۔۔ ایسے وقت میں کچھ لوگ پاکستان سے مذاکرات کی بات کر رہے ہیں۔'",newspaper
images/signboard/signboard_1.jpeg,فیض آباد اسٹیشن Faizabad Station ELEVATOR,signboard
images/signboard/signboard_2.jpeg,لَیْسَ لِلْاِنْسَانِ اِلَّا مَا سَعٰی انسان کو وہی ملتا ہے جس کی وہ سعی (کوشش) کرتا ہے (القرآن),signboard
images/signboard/signboard_3.jpeg,ملتان روڈ Multan Road سکیم موڑ Scheme Morr گلشن اقبال پارک Gulshan-e-Iqbal Park سمن آباد Samanabad,signboard
images/signboard/signboard_4.jpeg,گاؤں کمالپورہ تحصیل و ضلع قصور,signboard
images/signboard/signboard_5.png,پارک میں جانور لانا منع ہے,signboard
images/signboard/signboard_6.png,چترال Chitral دیر Dir,signboard
images/signboard/signboard_7.png,پولیس اسٹیشن ہنہ,signboard
images/signboard/signboard_8.png,بس کہ دشوار ہے ہر کام کا آساں ہونا آدمی کو بھی میسر نہیں انساں ہونا,signboard
images/signboard/signboard_9.jpeg,پھول توڑنا منع ہے حسبِ دل,signboard
images/signboard/signboard_10.jpeg,چرس یا محبت؟؟,signboard
images/signboard/signboard_11.jpeg,یہاں سے کوئی راستہ نہیں ہے۔,signboard
images/signboard/signboard_12.jpeg,گورنمنٹ گرلز ہائی اسکول سسرال,signboard
images/signboard/signboard_13.jpeg,نگاہیں نہ پھیرو چلے جائیں گے ہم مگر یاد رکھنا یاد آئیں گے ہم,signboard
images/signboard/signboard_15.jpeg,گورنمنٹ مسلم سکول محلہ حافظ آباد محلہ بابو گلاب,signboard
images/printed_word/printed_0001.png,جماعتیں تمام اپنے اپنے مفادات حصول میں لگے ہوئے ہیں،,clean_printed_dataset
images/printed_word/printed_0002.png,کارکردگی متاثر ہوئی۔گورنمنٹ پی ای سی ایچ ایس کالج کی,clean_printed_dataset
images/printed_word/printed_0003.png,اسے سزائے موت یا عمر قید کی سزا دی جائے,clean_printed_dataset
images/printed_word/printed_0004.png,کہ یہ پل کراچی کا طویل ترین تقریباً پونے دوکلومیٹر,clean_printed_dataset
images/printed_word/printed_0005.png,ہی حق ہے جتنا کہ دنیا کے کسی دوسرے فرد,clean_printed_dataset
images/printed_word/printed_0006.png,ہے۔ اس موقع پر ایم کیو ایم رابطہ کمیٹی نے,clean_printed_dataset
images/printed_word/printed_0007.png,شاہ رخ مرکزی کردار ادا کررہے ہیں جبکہ فلم ”مرڈر,clean_printed_dataset
images/printed_word/printed_0008.png,کر بسوں سے اتار کر مہاجروں کا قتل عام کیا,clean_printed_dataset
images/printed_word/printed_0009.png,نے کہا ہے کہ برطانیہ کی پاکستانی کمیونٹی میں مسلم,clean_printed_dataset
images/printed_word/printed_0010.png,تین حملے ہو چکے ہیں۔ انہوں نے کہا کہ وہ,clean_printed_dataset
images/printed_word/printed_0011.png,ملک پروازوں پر کچھ عرصے کیلئے لو فےئر بھی بند,clean_printed_dataset
images/printed_word/printed_0012.png,کے مطابق صدر اور آرمی چیف نے دفاع کے شعبے,clean_printed_dataset
images/printed_word/printed_0013.png,والی شراب کی مالیت 45 کروڑ (450 ملین) روپے ہے,clean_printed_dataset
images/printed_word/printed_0014.png,گھر نہیں ہے جس نے کوئی لخت جگر نہ کھویا,clean_printed_dataset
images/printed_word/printed_0015.png,میں نے شروع دن سے ہی قرآن مجید اور سرکاردوعالمﷺ,clean_printed_dataset
images/printed_word/printed_0016.png,یہاں سے جدید علوم ٹیکنالوجی سیکھ کر اپنے وطن کی,clean_printed_dataset
images/printed_word/printed_0017.png,کانفرنس میں کہا گیا ہے کہ اسلام کا نظام حکومت,clean_printed_dataset
images/printed_word/printed_0018.png,خلاف ورزی کرنے والوں کے خلاف کارروائی کی سماعت نہیں,clean_printed_dataset
images/printed_word/printed_0019.png,سوا دو لاکھ گانٹھوں کا قلیل اسٹاک موجود ہے تاہم,clean_printed_dataset
images/printed_word/printed_0020.png,کلب کرکٹ ٹورنامنٹ کی فاتح ٹیم پیٹرنز ٹرافی میں حصہ,clean_printed_dataset
images/printed_word/printed_0021.png,صدر عاصمہ جہانگیر سے سوال کرتے ہیں کہ وہ قوم,clean_printed_dataset
images/printed_word/printed_0022.png,کہ برطانیہ پاکستان کے ساتھ اپنے تعلقات کو قدر کی,clean_printed_dataset
images/printed_word/printed_0023.png,لیا۔ 54 فیصد والدین کا کہنا ہے کہ ان کی,clean_printed_dataset
images/printed_word/printed_0024.png,کے ایک مشترکہ اجلاس سے خطاب کریں گے اور روزگار,clean_printed_dataset
images/printed_word/printed_0025.png,اور اب کیس ختم ہونے کے بعد انہوں نے ایک,clean_printed_dataset
images/printed_word/printed_0026.png,داماد محمد صدیق جو دواؤں کی ایک کمپنی میں افسر,clean_printed_dataset
images/printed_word/printed_0027.png,صحافت سے وابستہ ہر فرد آج میر خلیل الرحمن مرحوم,clean_printed_dataset
images/printed_word/printed_0028.png,رئیسانی نے کٹی پہاڑی سے دہشت گردوں کی گرفتاری کا,clean_printed_dataset
